DATE,FLIGHT_NUM,WAY,TEAM,NUMBER,START,END
20170620,1665,Arrival,POLY,1,8:25:00,9:40:00
20170620,1665,Arrival,RZA,1,8:15:00,9:55:00
20170620,1668,Departure,POLY,1,7:10:00,7:25:00
20170620,1668,Departure,RZA,1,6:10:00,7:40:00
20170620,1669,Arrival,POLY,1,11:05:00,11:20:00
20170620,1686,Departure,POLY,1,7:00:00,7:15:00
20170620,1686,Departure,RZA,1,6:00:00,7:30:00
20170620,1695,Arrival,POLY,1,8:45:00,9:55:00
20170620,1695,Arrival,RZA,1,8:35:00,10:10:00
20170620,1722,Departure,POLY,1,9:00:00,10:05:00
20170620,1734,Departure,ASA,1,8:55:00,10:00:00
20170620,1734,Departure,POLY,2,8:55:00,10:00:00
20170620,1734,Departure,RZA,1,8:45:00,10:10:00
20170620,1742,Departure,POLY,1,10:10:00,11:10:00
20170620,1750,Departure,POLY,1,7:00:00,7:15:00
20170620,1750,Departure,RZA,1,6:00:00,7:30:00
20170620,1752,Departure,POLY,1,8:50:00,10:05:00
20170620,1812,Departure,POLY,1,8:50:00,9:05:00
20170620,1812,Departure,RZA,1,7:50:00,9:20:00
20170620,1842,Departure,POLY,1,9:00:00,10:05:00
20170620,1845,Arrival,POLY,1,9:00:00,10:15:00
20170620,1845,Arrival,RZA,1,8:50:00,10:30:00
20170620,1854,Departure,POLY,1,8:25:00,9:40:00
20170620,1896,Departure,ASA,1,6:10:00,7:15:00
20170620,1896,Departure,POLY,2,6:10:00,7:15:00
20170620,1896,Departure,RZA,1,6:00:00,7:25:00
20170620,7516,Departure,ASA,1,6:25:00,7:30:00
20170620,7516,Departure,POLY,2,6:25:00,7:30:00
20170620,7516,Departure,RZA,1,6:15:00,7:40:00
20170620,7518,Departure,ASA,1,8:50:00,9:55:00
20170620,7518,Departure,POLY,2,8:50:00,9:55:00
20170620,7518,Departure,RZA,1,8:40:00,10:05:00
20170620,7529,Arrival,POLY,2,8:25:00,9:10:00
20170620,7529,Arrival,RZA,1,8:25:00,9:10:00
20170620,7529,Arrival,ASA,1,8:25:00,9:05:00
20170620,7588,Departure,POLY,1,8:10:00,8:25:00
20170620,7588,Departure,RZA,1,7:10:00,8:40:00
20170620,7621,Arrival,POLY,2,7:25:00,8:40:00
20170620,7621,Arrival,RZA,1,7:20:00,8:50:00
20170620,7621,Arrival,ASA,1,7:25:00,8:40:00
20170620,7622,Departure,ASA,1,9:20:00,10:25:00
20170620,7622,Departure,POLY,2,9:20:00,10:25:00
20170620,7622,Departure,RZA,1,9:10:00,10:35:00
20170620,7651,Arrival,POLY,2,7:25:00,8:40:00
20170620,7651,Arrival,RZA,1,7:20:00,8:50:00
20170620,7651,Arrival,ASA,1,7:25:00,8:40:00
20170620,7652,Departure,ASA,1,9:25:00,10:30:00
20170620,7652,Departure,POLY,2,9:25:00,10:30:00
20170620,7652,Departure,RZA,1,9:15:00,10:40:00
20170620,7660,Departure,POLY,1,7:15:00,7:30:00
20170620,7660,Departure,RZA,1,6:15:00,7:45:00
20170620,7662,Departure,ASA,1,9:00:00,10:05:00
20170620,7662,Departure,POLY,2,9:00:00,10:05:00
20170620,7662,Departure,RZA,1,8:50:00,10:15:00
20170620,7669,Arrival,POLY,1,10:55:00,11:10:00
20170620,7673,Arrival,POLY,2,8:30:00,9:15:00
20170620,7673,Arrival,RZA,1,8:30:00,9:15:00
20170620,7673,Arrival,ASA,1,8:30:00,9:10:00
20170620,7681,Arrival,POLY,2,7:40:00,8:25:00
20170620,7681,Arrival,RZA,1,7:40:00,8:25:00
20170620,7681,Arrival,ASA,1,7:35:00,8:15:00
20170620,7688,Departure,POLY,1,7:25:00,8:40:00
20170620,7700,Departure,POLY,1,7:05:00,7:20:00
20170620,7700,Departure,RZA,1,6:05:00,7:35:00
20170620,7702,Departure,ASA,1,9:00:00,10:05:00
20170620,7702,Departure,POLY,2,9:00:00,10:05:00
20170620,7702,Departure,RZA,1,8:50:00,10:15:00
20170620,7705,Arrival,POLY,1,10:55:00,11:10:00
20170620,7711,Arrival,POLY,2,8:35:00,9:20:00
20170620,7711,Arrival,RZA,1,8:35:00,9:20:00
20170620,7711,Arrival,ASA,1,8:35:00,9:10:00
20170620,7721,Arrival,POLY,2,7:00:00,8:10:00
20170620,7721,Arrival,RZA,1,6:55:00,8:20:00
20170620,7721,Arrival,ASA,1,6:55:00,8:10:00
20170620,7736,Departure,POLY,1,10:10:00,10:25:00
20170620,7736,Departure,RZA,1,9:10:00,10:40:00
20170620,7737,Arrival,POLY,1,7:25:00,8:40:00
20170620,7737,Arrival,RZA,1,7:15:00,8:55:00
